age,job,marital,education,balance,housing,loan,deposit
33,technician,married,secondary,-163,yes,yes,no
32,management,single,tertiary,473,yes,no,no
34,management,married,tertiary,4831,yes,no,no
37,technician,married,secondary,1063,yes,no,no
30,management,married,secondary,0,yes,no,no
29,blue-collar,married,secondary,424,yes,yes,no
56,unemployed,divorced,primary,802,no,no,no
31,management,married,tertiary,430,yes,no,no
59,unknown,married,unknown,3940,no,no,no
36,housemaid,married,secondary,2880,no,no,no
51,blue-collar,divorced,secondary,1069,yes,no,no
54,self-employed,divorced,primary,4382,yes,no,no
37,management,married,tertiary,0,no,no,no
32,technician,married,tertiary,3939,no,no,no
42,self-employed,married,tertiary,753,no,no,no
29,blue-collar,married,secondary,358,no,no,no
52,blue-collar,married,primary,1141,yes,no,no
40,technician,married,secondary,1259,no,no,no
30,services,married,secondary,227,no,yes,no
55,entrepreneur,divorced,secondary,538,yes,no,yes
49,management,married,tertiary,92,yes,no,no
33,technician,married,tertiary,8023,no,no,no
32,services,single,secondary,2478,no,yes,no
21,student,single,secondary,6844,no,no,no
42,technician,married,secondary,440,yes,no,no
56,self-employed,married,secondary,800,no,yes,no
39,unknown,single,secondary,914,no,no,no
30,entrepreneur,single,secondary,638,no,no,no
55,retired,married,secondary,159,no,no,no
43,blue-collar,married,primary,483,yes,no,no
53,unemployed,married,secondary,94,no,no,yes
57,retired,married,secondary,1044,no,no,yes
39,self-employed,single,unknown,0,no,no,no
56,technician,divorced,tertiary,401,yes,no,no
29,services,single,unknown,33,no,no,no
38,blue-collar,married,primary,506,yes,yes,no
59,management,married,tertiary,1881,no,no,no
42,technician,single,unknown,344,yes,no,no
46,blue-collar,married,primary,0,yes,no,no
31,admin.,married,secondary,3,yes,no,no
35,services,divorced,secondary,221,yes,no,no
50,self-employed,married,secondary,36,no,no,no
42,blue-collar,married,primary,969,yes,no,no
36,services,single,secondary,760,no,no,no
25,admin.,single,tertiary,220,no,no,no
42,management,single,tertiary,10907,no,no,no
27,student,single,tertiary,-148,yes,no,no
32,blue-collar,married,primary,415,yes,no,yes
57,management,married,tertiary,1341,yes,no,no
48,blue-collar,married,secondary,865,yes,no,no
34,blue-collar,divorced,secondary,-566,yes,no,no
33,services,married,secondary,210,yes,yes,no
26,technician,single,secondary,1275,yes,no,no
50,blue-collar,married,secondary,579,no,no,no
60,technician,single,tertiary,2934,no,no,no
47,management,married,tertiary,6637,yes,no,no
31,management,married,tertiary,271,no,no,no
52,technician,married,tertiary,0,no,no,no
36,services,married,secondary,472,yes,no,no
43,blue-collar,married,primary,487,yes,no,no
30,technician,single,tertiary,699,yes,no,no
32,blue-collar,married,secondary,150,no,no,no
31,management,single,tertiary,1130,yes,no,no
29,management,single,secondary,584,yes,no,no
48,services,divorced,secondary,3186,no,yes,no
32,services,single,secondary,133,no,no,yes
30,housemaid,single,tertiary,868,no,no,no
48,blue-collar,married,secondary,480,yes,no,yes
51,blue-collar,married,unknown,1883,yes,no,no
34,management,married,tertiary,606,no,no,yes
35,blue-collar,married,secondary,603,yes,no,no
49,management,single,primary,548,no,no,no
36,unemployed,married,secondary,-872,yes,yes,no
37,blue-collar,divorced,secondary,33,yes,no,no
37,management,married,tertiary,1689,yes,no,no
49,blue-collar,married,primary,902,no,no,no
44,services,divorced,secondary,0,yes,yes,no
40,student,married,secondary,260,no,no,no
57,technician,married,secondary,589,yes,no,no
39,technician,married,secondary,626,yes,no,no
38,services,married,secondary,0,no,yes,no
51,blue-collar,divorced,secondary,78,yes,no,no
27,blue-collar,single,secondary,3792,no,no,yes
38,blue-collar,single,tertiary,14058,no,no,no
30,technician,single,secondary,-522,yes,yes,yes
36,student,single,unknown,386,no,no,no
37,unemployed,married,secondary,1978,no,no,yes
53,admin.,married,secondary,459,no,no,no
38,unemployed,married,tertiary,2812,yes,no,yes
48,management,married,tertiary,5057,no,yes,no
26,housemaid,married,secondary,-759,yes,no,no
33,blue-collar,single,secondary,-416,yes,no,yes
47,technician,married,unknown,2106,yes,no,no
45,management,divorced,tertiary,220,yes,no,no
32,blue-collar,divorced,secondary,0,yes,no,no
69,retired,married,unknown,426,no,no,yes
65,unknown,married,unknown,4717,no,no,yes
37,blue-collar,married,secondary,395,yes,no,no
45,blue-collar,divorced,primary,0,yes,no,no
36,blue-collar,married,secondary,-206,yes,no,no
62,self-employed,divorced,tertiary,6,yes,no,yes
37,management,married,tertiary,4039,no,yes,no
39,services,divorced,secondary,687,yes,no,yes
38,technician,single,secondary,-242,yes,no,yes
31,management,married,tertiary,582,yes,no,no
58,blue-collar,divorced,primary,8218,yes,no,no
44,management,single,tertiary,1424,yes,no,no
31,blue-collar,married,secondary,92,yes,no,yes
33,technician,single,secondary,2085,no,no,yes
36,technician,single,tertiary,197,no,no,yes
31,technician,single,secondary,2305,no,no,no
45,admin.,married,secondary,-547,yes,no,no
30,technician,single,tertiary,411,no,no,no
34,blue-collar,married,secondary,584,yes,no,no
34,management,married,tertiary,997,yes,yes,no
39,admin.,divorced,secondary,83,yes,no,no
41,management,married,tertiary,6563,no,no,no
32,services,single,secondary,0,yes,no,no
32,management,single,tertiary,0,no,no,no
36,blue-collar,married,primary,398,yes,no,no
35,admin.,married,tertiary,1145,yes,no,no
32,management,single,tertiary,2,yes,no,yes
33,management,single,tertiary,201,yes,no,no
49,entrepreneur,married,primary,563,no,no,no
35,management,married,tertiary,3161,no,no,no
31,technician,married,secondary,0,no,yes,no
42,management,married,secondary,1331,no,no,no
34,housemaid,married,primary,2929,no,no,yes
32,services,married,secondary,-220,yes,yes,no
29,management,single,tertiary,5980,yes,no,no
32,services,single,secondary,48,yes,no,no
50,housemaid,single,unknown,0,no,no,no
58,retired,married,secondary,3382,no,yes,no
59,technician,married,secondary,2308,no,no,yes
25,student,married,tertiary,10,yes,no,yes
57,services,married,secondary,162,yes,no,no
30,blue-collar,single,secondary,1073,yes,no,no
26,services,single,secondary,1700,yes,no,no
50,services,single,primary,148,yes,no,no
39,services,married,secondary,0,yes,no,no
45,blue-collar,married,primary,185,yes,no,no
37,management,divorced,tertiary,896,no,yes,no
47,blue-collar,divorced,primary,1279,yes,no,no
50,technician,married,tertiary,199,yes,yes,no
40,management,married,secondary,99,no,no,no
35,blue-collar,married,primary,378,yes,no,no
53,management,married,tertiary,15,no,no,yes
35,admin.,married,secondary,147,yes,yes,no
54,technician,married,secondary,2225,no,yes,no
35,admin.,single,secondary,1810,yes,no,no
31,housemaid,married,unknown,-6,no,yes,no
46,technician,divorced,secondary,435,yes,no,no
52,management,married,secondary,335,no,no,yes
34,admin.,divorced,secondary,-251,no,no,yes
46,services,divorced,secondary,5,yes,yes,no
54,self-employed,married,secondary,641,yes,no,no
37,admin.,married,tertiary,0,yes,no,no
39,admin.,married,tertiary,722,no,no,no
50,technician,married,tertiary,3337,yes,yes,no
44,technician,divorced,secondary,0,no,no,no
56,admin.,married,secondary,1504,yes,no,no
40,services,married,tertiary,35,no,no,no
36,services,married,secondary,895,yes,yes,no
33,management,married,tertiary,752,yes,no,no
33,blue-collar,single,secondary,1925,yes,no,no
42,services,married,secondary,-246,yes,no,no
30,self-employed,single,tertiary,901,yes,yes,no
33,admin.,single,secondary,894,no,no,no
26,blue-collar,single,secondary,592,yes,yes,no
26,admin.,single,secondary,3529,no,yes,no
37,services,married,secondary,0,yes,yes,no
59,retired,married,primary,0,no,no,yes
49,blue-collar,married,primary,371,yes,no,no
33,blue-collar,single,primary,1,yes,no,no
46,technician,single,secondary,834,yes,no,no
55,entrepreneur,married,primary,298,yes,no,no
49,services,married,tertiary,306,yes,no,no
51,technician,married,secondary,143,yes,no,no
27,admin.,married,secondary,186,yes,no,no
44,technician,married,secondary,5597,no,no,no
40,services,single,secondary,1547,yes,no,no
36,management,married,tertiary,1852,no,no,no
46,admin.,single,secondary,1790,yes,no,no
30,services,single,secondary,20,yes,no,no
35,admin.,married,secondary,8652,yes,no,no
31,technician,single,secondary,1626,no,no,no
37,admin.,married,secondary,749,no,no,no
49,blue-collar,married,unknown,51,yes,no,no
27,services,single,secondary,-1,no,no,no
32,blue-collar,married,secondary,-32,yes,no,no
70,retired,divorced,secondary,6850,no,no,no
22,technician,single,secondary,333,no,yes,no
58,blue-collar,married,secondary,-27,no,yes,no
33,blue-collar,married,secondary,932,yes,no,no
83,retired,divorced,primary,0,no,no,no
50,management,divorced,tertiary,100,yes,yes,no
53,blue-collar,married,secondary,-626,yes,no,no
37,management,single,tertiary,9,no,no,no
55,services,divorced,primary,653,no,no,no
49,admin.,married,secondary,3608,yes,no,yes
41,blue-collar,married,primary,293,yes,yes,no
40,management,single,tertiary,36,yes,no,no
48,management,married,tertiary,263,yes,no,no
27,student,single,secondary,8366,no,no,no
30,management,single,tertiary,2186,yes,no,no
37,entrepreneur,single,secondary,20453,yes,no,no
37,services,single,secondary,105,no,yes,no
40,blue-collar,married,secondary,440,yes,no,no
73,retired,married,unknown,519,no,no,yes
50,management,married,tertiary,19447,yes,yes,no
53,blue-collar,married,primary,225,no,no,no
47,blue-collar,married,secondary,2548,yes,no,no
33,technician,divorced,secondary,0,no,no,no
50,blue-collar,married,unknown,2284,yes,no,yes
51,blue-collar,married,primary,40,yes,no,no
42,housemaid,divorced,tertiary,364,no,no,no
34,technician,single,secondary,174,no,no,no
44,technician,married,secondary,10888,yes,no,no
32,admin.,married,secondary,0,yes,yes,no
60,retired,married,tertiary,225,no,no,no
60,retired,divorced,tertiary,2131,no,no,no
29,blue-collar,single,secondary,-20,no,yes,yes
39,management,single,secondary,36,no,no,no
47,blue-collar,married,primary,2642,no,no,no
30,admin.,married,tertiary,400,yes,no,no
31,technician,single,tertiary,1214,no,no,no
34,management,single,tertiary,-292,yes,no,no
51,admin.,married,secondary,1415,yes,no,no
38,blue-collar,married,secondary,213,yes,no,no
47,admin.,single,secondary,2540,no,no,no
46,housemaid,single,tertiary,3232,no,no,no
33,management,married,tertiary,296,no,no,no
30,management,married,tertiary,42,no,no,no
40,technician,married,secondary,697,no,no,no
38,blue-collar,single,secondary,13156,yes,no,no
63,retired,divorced,secondary,1490,no,no,yes
33,management,married,tertiary,150,no,no,no
59,retired,married,secondary,0,no,no,yes
29,management,single,tertiary,4210,yes,no,no
54,services,divorced,secondary,1012,yes,no,no
57,technician,married,secondary,16063,yes,no,no
57,blue-collar,married,primary,5431,yes,yes,no
28,services,single,secondary,317,yes,no,no
30,technician,single,secondary,4787,yes,no,no
28,blue-collar,married,secondary,225,yes,yes,no
45,services,divorced,primary,3854,yes,no,no
29,services,divorced,secondary,92,yes,no,no
42,blue-collar,married,primary,-10,yes,no,no
31,blue-collar,married,secondary,-617,yes,no,no
59,housemaid,divorced,primary,195,no,no,no
41,blue-collar,married,primary,1172,yes,no,no
57,housemaid,married,secondary,0,no,no,no
43,services,divorced,secondary,0,no,no,no
30,services,divorced,secondary,-94,yes,no,no
26,admin.,single,secondary,609,no,no,no
52,management,single,tertiary,4,no,yes,no
32,entrepreneur,divorced,secondary,1121,yes,yes,no
39,management,divorced,tertiary,355,yes,no,no
31,blue-collar,married,secondary,3653,yes,yes,no
83,retired,divorced,primary,1097,no,no,yes
34,management,married,tertiary,436,no,yes,no
40,blue-collar,married,secondary,4795,yes,no,no
39,self-employed,married,secondary,266,no,no,no
50,unemployed,married,secondary,3357,no,no,yes
30,technician,married,tertiary,101,yes,yes,no
43,blue-collar,married,secondary,10910,yes,no,no
49,blue-collar,married,secondary,1568,no,no,no
41,retired,single,primary,0,no,no,no
35,blue-collar,married,secondary,305,yes,no,no
57,retired,married,tertiary,31,no,no,no
29,entrepreneur,married,secondary,452,yes,no,no
48,admin.,married,secondary,5,yes,no,no
38,entrepreneur,divorced,tertiary,7929,no,no,no
41,entrepreneur,married,primary,39,yes,no,yes
39,housemaid,married,primary,267,no,no,no
31,management,married,tertiary,4945,no,no,no
51,technician,married,secondary,463,yes,no,no
35,unemployed,single,secondary,2116,yes,no,no
45,admin.,divorced,secondary,59,yes,no,yes
28,blue-collar,married,secondary,131,yes,no,no
57,retired,married,secondary,107,no,no,no
36,unemployed,married,secondary,-35,no,no,no
49,technician,married,primary,230,yes,no,no
34,management,single,tertiary,2679,yes,no,no
65,retired,married,primary,493,no,no,no
26,services,single,secondary,256,yes,no,no
52,blue-collar,married,primary,-133,no,no,no
32,blue-collar,single,secondary,811,yes,no,yes
33,unemployed,married,tertiary,302,yes,yes,no
43,management,married,tertiary,3529,yes,no,no
26,technician,single,tertiary,75,yes,yes,no
45,technician,married,secondary,999,yes,no,no
30,management,single,tertiary,7845,yes,no,no
37,services,divorced,primary,260,yes,no,no
45,management,single,tertiary,2048,yes,no,yes
34,management,married,tertiary,1557,yes,yes,no
35,services,married,secondary,505,yes,yes,no
41,admin.,married,tertiary,1536,no,no,no
42,self-employed,married,tertiary,0,no,no,no
48,blue-collar,married,unknown,439,yes,no,no
45,unknown,married,primary,44,no,no,no
47,management,married,tertiary,295,yes,no,no
37,blue-collar,married,primary,190,yes,yes,no
32,management,married,secondary,3935,yes,no,no
40,management,married,tertiary,-17,yes,yes,yes
35,technician,single,secondary,175,yes,no,no
31,technician,single,secondary,4888,yes,no,no
36,technician,single,tertiary,40,no,no,no
44,management,married,tertiary,4460,no,no,no
52,admin.,divorced,secondary,98,no,yes,no
28,student,single,secondary,330,no,no,no
45,blue-collar,married,primary,13117,no,no,no
38,management,married,tertiary,12877,no,no,no
39,blue-collar,married,primary,1506,yes,no,no
28,management,single,tertiary,0,no,no,no
31,technician,single,secondary,775,no,no,no
46,blue-collar,married,primary,258,yes,no,no
22,student,single,secondary,246,yes,no,no
49,blue-collar,single,primary,2146,yes,no,yes
44,unemployed,married,secondary,304,yes,no,no
31,self-employed,single,secondary,360,yes,no,no
53,blue-collar,married,primary,3316,yes,no,no
55,management,married,tertiary,6880,no,no,no
35,technician,married,secondary,2189,no,no,no
35,blue-collar,married,secondary,5304,yes,no,no
37,management,single,tertiary,102,yes,no,no
50,blue-collar,married,secondary,181,yes,no,no
37,management,married,primary,3953,yes,no,no
37,blue-collar,single,primary,6969,yes,no,no
29,management,single,tertiary,572,no,no,yes
31,admin.,single,secondary,223,yes,no,no
40,technician,married,secondary,-396,yes,no,no
